second,input,output
0.0147,6.70E+00,1.31E-01
0.01472,6.58E+00,1.31E-01
0.01474,6.45E+00,1.31E-01
0.01476,6.26E+00,1.32E-01
0.01478,6.20E+00,1.32E-01
0.0148,6.01E+00,1.32E-01
0.01482,5.89E+00,1.32E-01
0.01484,5.76E+00,1.32E-01
0.01486,5.64E+00,1.33E-01
0.01488,5.51E+00,1.34E-01
0.0149,5.39E+00,1.33E-01
0.01492,5.26E+00,1.33E-01
0.01494,5.08E+00,1.33E-01
0.01496,5.01E+00,1.34E-01
0.01498,4.76E+00,1.34E-01
0.015,4.70E+00,1.34E-01
0.01502,4.58E+00,1.34E-01
0.01504,4.39E+00,1.34E-01
0.01506,4.20E+00,1.35E-01
0.01508,4.14E+00,1.35E-01
0.0151,3.95E+00,1.35E-01
0.01512,3.83E+00,1.36E-01
0.01514,3.70E+00,1.36E-01
0.01516,3.51E+00,1.36E-01
0.01518,3.45E+00,1.36E-01
0.0152,3.33E+00,1.36E-01
0.01522,3.26E+00,1.37E-01
0.01524,3.08E+00,1.37E-01
0.01526,3.01E+00,1.37E-01
0.01528,2.83E+00,1.37E-01
0.0153,2.76E+00,1.37E-01
0.01532,2.58E+00,1.37E-01
0.01534,2.45E+00,1.37E-01
0.01536,2.39E+00,1.37E-01
0.01538,2.33E+00,1.38E-01
0.0154,2.20E+00,1.38E-01
0.01542,2.14E+00,1.38E-01
0.01544,2.08E+00,1.38E-01
0.01546,2.01E+00,1.38E-01
0.01548,1.89E+00,1.39E-01
0.0155,1.89E+00,1.39E-01
0.01552,1.70E+00,1.39E-01
0.01554,1.64E+00,1.39E-01
0.01556,1.58E+00,1.40E-01
0.01558,1.51E+00,1.40E-01
0.0156,1.51E+00,1.39E-01
0.01562,1.45E+00,1.39E-01
0.01564,1.45E+00,1.40E-01
0.01566,1.33E+00,1.40E-01
0.01568,1.39E+00,1.39E-01
0.0157,1.26E+00,1.40E-01
0.01572,1.26E+00,1.40E-01
0.01574,1.33E+00,1.40E-01
0.01576,1.33E+00,1.40E-01
0.01578,1.26E+00,1.40E-01
0.0158,1.33E+00,1.40E-01
0.01582,1.26E+00,1.40E-01
0.01584,1.26E+00,1.40E-01
0.01586,1.33E+00,1.40E-01
0.01588,1.33E+00,1.40E-01
0.0159,1.39E+00,1.40E-01
0.01592,1.45E+00,1.39E-01
0.01594,1.39E+00,1.40E-01
0.01596,1.45E+00,1.40E-01
0.01598,1.45E+00,1.40E-01
0.016,1.58E+00,1.40E-01
0.01602,1.58E+00,1.40E-01
0.01604,1.70E+00,1.39E-01
0.01606,1.83E+00,1.39E-01
0.01608,1.83E+00,1.39E-01
0.0161,1.89E+00,1.39E-01
0.01612,1.95E+00,1.39E-01
0.01614,2.08E+00,1.39E-01
0.01616,2.14E+00,1.38E-01
0.01618,2.20E+00,1.38E-01
0.0162,2.33E+00,1.39E-01
0.01622,2.33E+00,1.38E-01
0.01624,2.51E+00,1.38E-01
0.01626,2.58E+00,1.38E-01
0.01628,2.76E+00,1.38E-01
0.0163,2.83E+00,1.38E-01
0.01632,3.01E+00,1.37E-01
0.01634,3.14E+00,1.37E-01
0.01636,3.26E+00,1.37E-01
0.01638,3.33E+00,1.37E-01
0.0164,3.51E+00,1.37E-01
0.01642,3.70E+00,1.36E-01
0.01644,3.76E+00,1.36E-01
0.01646,3.83E+00,1.36E-01
0.01648,3.95E+00,1.36E-01
0.0165,4.14E+00,1.35E-01
0.01652,4.26E+00,1.35E-01
0.01654,4.45E+00,1.35E-01
0.01656,4.58E+00,1.35E-01
0.01658,4.70E+00,1.34E-01
0.0166,4.83E+00,1.35E-01
0.01662,4.95E+00,1.34E-01
0.01664,5.26E+00,1.34E-01
0.01666,5.33E+00,1.34E-01
0.01668,5.45E+00,1.34E-01
0.0167,5.51E+00,1.33E-01
0.01672,5.64E+00,1.33E-01
0.01674,5.89E+00,1.33E-01
0.01676,5.95E+00,1.33E-01
0.01678,6.08E+00,1.33E-01
0.0168,6.26E+00,1.33E-01
0.01682,6.39E+00,1.32E-01
0.01684,6.51E+00,1.32E-01
0.01686,6.58E+00,1.31E-01
0.01688,6.70E+00,1.31E-01
0.0169,6.89E+00,1.32E-01
0.01692,7.01E+00,1.32E-01
0.01694,7.14E+00,1.31E-01
0.01696,7.26E+00,1.31E-01
0.01698,7.33E+00,1.31E-01
0.017,7.45E+00,1.30E-01
0.01702,7.51E+00,1.31E-01
0.01704,7.64E+00,1.30E-01
0.01706,7.76E+00,1.30E-01
0.01708,7.83E+00,1.30E-01
0.0171,7.89E+00,1.30E-01
0.01712,8.01E+00,1.30E-01
0.01714,8.01E+00,1.29E-01
0.01716,8.14E+00,1.29E-01
0.01718,8.20E+00,1.29E-01
0.0172,8.26E+00,1.29E-01
0.01722,8.39E+00,1.29E-01
0.01724,8.39E+00,1.29E-01
0.01726,8.45E+00,1.29E-01
0.01728,8.51E+00,1.29E-01
0.0173,8.51E+00,1.29E-01
0.01732,8.58E+00,1.29E-01
0.01734,8.58E+00,1.29E-01
0.01736,8.58E+00,1.29E-01
0.01738,8.64E+00,1.28E-01
0.0174,8.70E+00,1.28E-01
0.01742,8.70E+00,1.28E-01
0.01744,8.70E+00,1.28E-01
0.01746,8.70E+00,1.28E-01
0.01748,8.70E+00,1.28E-01
0.0175,8.70E+00,1.28E-01
0.01752,8.64E+00,1.28E-01
0.01754,8.70E+00,1.28E-01
0.01756,8.58E+00,1.28E-01
0.01758,8.64E+00,1.29E-01
0.0176,8.51E+00,1.29E-01
0.01762,8.51E+00,1.28E-01
0.01764,8.45E+00,1.28E-01
0.01766,8.39E+00,1.28E-01
0.01768,8.39E+00,1.29E-01
0.0177,8.26E+00,1.29E-01
0.01772,8.20E+00,1.29E-01
0.01774,8.20E+00,1.29E-01
0.01776,8.14E+00,1.29E-01
0.01778,8.01E+00,1.29E-01
0.0178,7.95E+00,1.29E-01
0.01782,7.83E+00,1.30E-01
0.01784,7.76E+00,1.30E-01
0.01786,7.70E+00,1.30E-01
0.01788,7.58E+00,1.30E-01
0.0179,7.51E+00,1.30E-01
0.01792,7.39E+00,1.30E-01
0.01794,7.33E+00,1.30E-01
0.01796,7.14E+00,1.31E-01
0.01798,7.01E+00,1.31E-01
0.018,6.89E+00,1.31E-01
0.01802,6.83E+00,1.31E-01
0.01804,6.70E+00,1.31E-01
0.01806,6.51E+00,1.32E-01
0.01808,6.45E+00,1.32E-01
0.0181,6.26E+00,1.32E-01
0.01812,6.14E+00,1.32E-01
0.01814,6.08E+00,1.32E-01
0.01816,5.83E+00,1.32E-01
0.01818,5.76E+00,1.32E-01
0.0182,5.58E+00,1.33E-01
0.01822,5.45E+00,1.33E-01
0.01824,5.33E+00,1.33E-01
0.01826,5.20E+00,1.33E-01
0.01828,5.08E+00,1.34E-01
0.0183,4.89E+00,1.34E-01
0.01832,4.76E+00,1.34E-01
0.01834,4.64E+00,1.35E-01
0.01836,4.51E+00,1.35E-01
0.01838,4.33E+00,1.35E-01
0.0184,4.14E+00,1.35E-01
0.01842,4.08E+00,1.35E-01
0.01844,3.89E+00,1.35E-01
0.01846,3.76E+00,1.35E-01
0.01848,3.64E+00,1.36E-01
0.0185,3.58E+00,1.36E-01
0.01852,3.51E+00,1.36E-01
0.01854,3.33E+00,1.36E-01
0.01856,3.20E+00,1.36E-01
0.01858,3.01E+00,1.37E-01
0.0186,2.89E+00,1.37E-01
0.01862,2.76E+00,1.36E-01
0.01864,2.64E+00,1.37E-01
0.01866,2.64E+00,1.37E-01
0.01868,2.51E+00,1.37E-01
0.0187,2.26E+00,1.38E-01
0.01872,2.20E+00,1.38E-01
0.01874,2.20E+00,1.38E-01
0.01876,2.14E+00,1.39E-01
0.01878,2.01E+00,1.39E-01
0.0188,1.95E+00,1.39E-01
0.01882,1.76E+00,1.39E-01
0.01884,1.83E+00,1.39E-01
0.01886,1.70E+00,1.38E-01
0.01888,1.64E+00,1.39E-01
0.0189,1.58E+00,1.39E-01
0.01892,1.51E+00,1.39E-01
0.01894,1.45E+00,1.39E-01
0.01896,1.45E+00,1.39E-01
0.01898,1.45E+00,1.39E-01
0.019,1.39E+00,1.39E-01
0.01902,1.33E+00,1.40E-01
0.01904,1.33E+00,1.39E-01
0.01906,1.33E+00,1.39E-01
0.01908,1.33E+00,1.40E-01
0.0191,1.20E+00,1.40E-01
0.01912,1.26E+00,1.40E-01
0.01914,1.26E+00,1.40E-01
0.01916,1.33E+00,1.40E-01
0.01918,1.33E+00,1.40E-01
0.0192,1.33E+00,1.40E-01
0.01922,1.33E+00,1.40E-01
0.01924,1.33E+00,1.40E-01
0.01926,1.39E+00,1.40E-01
0.01928,1.45E+00,1.39E-01
0.0193,1.45E+00,1.40E-01
0.01932,1.58E+00,1.40E-01
0.01934,1.58E+00,1.40E-01
0.01936,1.64E+00,1.40E-01
0.01938,1.76E+00,1.39E-01
0.0194,1.76E+00,1.39E-01
0.01942,1.89E+00,1.39E-01
0.01944,1.95E+00,1.39E-01
0.01946,2.14E+00,1.39E-01
0.01948,2.08E+00,1.38E-01
0.0195,2.14E+00,1.38E-01
0.01952,2.26E+00,1.39E-01
0.01954,2.45E+00,1.38E-01
0.01956,2.51E+00,1.38E-01
0.01958,2.58E+00,1.38E-01
0.0196,2.64E+00,1.37E-01
0.01962,2.76E+00,1.38E-01
0.01964,2.83E+00,1.38E-01
0.01966,2.95E+00,1.37E-01
0.01968,3.20E+00,1.37E-01
0.0197,3.33E+00,1.37E-01
0.01972,3.39E+00,1.37E-01
0.01974,3.58E+00,1.37E-01
0.01976,3.70E+00,1.37E-01
0.01978,3.83E+00,1.36E-01
0.0198,3.95E+00,1.36E-01
0.01982,4.01E+00,1.36E-01
0.01984,4.26E+00,1.36E-01
0.01986,4.33E+00,1.35E-01
0.01988,4.51E+00,1.35E-01
0.0199,4.64E+00,1.35E-01
0.01992,4.76E+00,1.35E-01
0.01994,4.95E+00,1.34E-01
0.01996,5.08E+00,1.34E-01
